,07-ghost,3-gatsu-no-lion,7seeds,91-days,acca-13,aico-incarnation,amagi-brilliant-park,appare-ranman,assassination-classroom,baby-steps,ballroom-e-youkoso,banana-fish,barakamon,blue-lock,blue-period,bocchi-the-rock,boku-no-hero-academia,bungo-stray-dogs,burn-the-witch,chainsaw-man,charlotte,chihayafuru,cider-no-you-ni-kotoba-ga-wakiagaru,deca-dence,dr-stone,drifting-dragons,eighty-six,fire-force,flying-witch,free,fruits-basket,fugou-keiji,giant-killing,gleipnir,great-pretender,hibike-euphonium,horimiya,hyouka,id-invaded,iron-blooded-orphans,jujutsu-kaisen,k-return-of-kings,kabukichou-sherlock,kaze-ga-tsuyoku-fuiteiru,kobayashi-san-dragon-maid,kuroko-no-basket,lycoris-recoil,magic-kaito-1412,mahoutsukai-no-yome,maou-gakuin-no-futekigousha,mawaru-penguindrum,megalobox,mushishi,nagi-no-asukara,no-guns-life,orbital-children,paripi-koumei,peachboy-riverside,planetes,plunderer,princess-principal,psycho-pass,relife,sayounara-zetsubou-sensei,shirobako,sirius-the-jaeger,ssss-dynazenon,standing-on-a-million-lives,suisei-no-majo,sukitte-ii-na-yo,summer-time-rendering,takt-op-destiny,tales-of-zestiria-the-x,tamako-love-story,tantei-wa-mou-shindeiru,tonari-no-kaibutsu-kun,usagi-drop,vanitas-no-karte,vinland-saga,violet-evergarden,vivy-flourite-eyes-song,wotaku-ni-koi-wa-muzukashii,yakusoku-no-neverland,yowamushi-pedal,yuru-camp
ballroom-e-youkoso,0.00321908051889315,0.012995317932429118,0.005203097316539943,0.005349746801109675,0.0027100506766115032,0.0016377344508336895,0.0037160741692250474,0.002729961377827986,0.009351627101878444,0.01490786943804522,1.0,0.0052103747666095565,0.00550336836674158,0.02099608905931801,0.005603506435682694,0.005161987433754462,0.012289482939162507,0.004079377277288086,0.001564542602479472,0.0020405156567125052,0.006434092716524407,0.010467545005543833,0.005036415261401198,0.0032898625076909567,0.005313424097454611,0.002195345370727183,0.0024967808585687206,0.005053529650397839,0.004368289616608561,0.060117774893882134,0.0034735078076803165,0.003811110675070237,0.01224078115551307,0.001568324925906192,0.028800210060278907,0.007108960670324574,0.020864605244564467,0.0062968743408320805,0.009045227325004719,0.0026794405653372934,0.0031185282846436513,0.005627214222212726,0.004373162560965178,0.016048363594626608,0.0017571003411859902,0.015030914566835104,0.003278293333207796,0.0034870736336255277,0.003439845995805637,0.0023833706041032385,0.003187708790922549,0.021011976056469345,0.006267899110629872,0.0029016692305592557,0.002886619766526088,0.0018295027684869692,0.0044356166470182114,0.0034952618528571147,0.00519675692863578,0.0031146577930942854,0.005495206498926647,0.004618295990364019,0.0034479382985050473,0.009281911007265078,0.005064957257213943,0.0021130073479608126,0.0016412631704010613,0.003476637297736722,0.002608079865693354,0.0037592836057465827,0.0044945614114229124,0.006525446137618822,0.001801407581557889,0.0048337036344584024,0.0029354558037852614,0.06254987687628771,0.005037623178480898,0.002655082572682138,0.004425697479274248,0.0032823176559560233,0.0029550046419520586,0.0018347621743418563,0.0035532544214122125,0.00853959179940405,0.003621142432291848
banana-fish,0.027562280869731212,0.01566491974481727,0.021785931491019414,0.03532894148590305,0.020871652159344892,0.013579309999681854,0.014746074674922576,0.015552471516697742,0.03693172861599826,0.014179134113293404,0.0052103747666095565,1.0000000000000002,0.01498603999964028,0.02284348692892247,0.00840102544113399,0.008345860958002113,0.049600353833579365,0.03263056126216336,0.026764102484709337,0.02243302491111801,0.014046419491787794,0.006136152810729782,0.009245974263624862,0.016762406446039862,0.022040484991675113,0.08245456674244542,0.07426765205164657,0.018981198710471225,0.008334354153156089,0.0074437745590460284,0.015702322882667707,0.03328112382208691,0.013277334399750111,0.011131594433381832,0.05239871512057818,0.006592763924279348,0.004710339883197126,0.009973880582378048,0.019512025304972785,0.020598248209732044,0.015064472403856194,0.011324997379722083,0.03311789992895579,0.013987463062002232,0.00863528107523486,0.008707237580103257,0.021191687917838955,0.025681453567240886,0.012870218972489082,0.019093976182527256,0.012432570998845066,0.04471925249329751,0.03694764696041321,0.010757311961408916,0.02575710343523329,0.01847603029841963,0.009472316513395218,0.02083199159978343,0.02462412129353538,0.021810744223094976,0.03059391334322616,0.034364445478551386,0.006822334757491049,0.025418351211995163,0.01320974428725231,0.02010843974186475,0.007604424370992525,0.013241809234574043,0.01423752168762754,0.006909694944071711,0.008362512554925088,0.03488309015701037,0.00960975946718096,0.007081778738090699,0.0178002446554834,0.008581564242547891,0.012053886539724902,0.011891818861706312,0.034255547316860674,0.02623897592679892,0.013180512664804422,0.005314576037093357,0.024097445194769782,0.011344081895983881,0.020865171235731218
barakamon,0.026293671814538636,0.03725405026829668,0.015787050294542224,0.14470154432249643,0.007308304566135963,0.015331532668313498,0.008262821643359636,0.005566005483195675,0.04266677602904,0.007357569928976868,0.00550336836674158,0.01498603999964028,1.0,0.04602047844783968,0.015195446592785471,0.0098645088478163,0.01485096430674046,0.00952116056919326,0.005070342735809791,0.005079793369280944,0.07670264966277636,0.01583544846711621,0.013640598050970634,0.0053739113328742285,0.01150544679750874,0.008044166856125311,0.006084621113322999,0.015128442470364177,0.013357117519420474,0.013235608882077875,0.012326645878847277,0.00809826136214265,0.010113513356665342,0.003980237857205229,0.024721375576182807,0.012793714814829315,0.005031935700353835,0.010082866251291359,0.010071615258411493,0.01188482698252469,0.014689948735498289,0.004143227122975853,0.015303961738406207,0.1778372935083311,0.004619786496393747,0.01980682777454144,0.010063241067248804,0.0101247913241938,0.008427704956151149,0.005163738090413584,0.008521479113175578,0.010477166670233379,0.032954562278711956,0.17630968649778794,0.0076585131408989995,0.005374550216589449,0.008339834486652207,0.007298238127800199,0.01753392102430639,0.006219773124614803,0.01004127939999103,0.014135437277147361,0.006084577472233874,0.033563398122015024,0.028772946362333598,0.007242447001657852,0.02155161106358619,0.008605985637608013,0.005117646919429393,0.009371909768113824,0.009083846991860408,0.03342537657643081,0.004126617561763512,0.08012254888596461,0.00685093402878621,0.008510266872936179,0.010815623619136825,0.006595894736807014,0.01449945531060883,0.013403357421388927,0.008225126314598959,0.019313879525509822,0.009781643282451945,0.019280450810251815,0.016591689498641746
blue-lock,0.011576840390684908,0.019326565151348115,0.014041642065959968,0.0128163147062703,0.009311851352442653,0.008335939135260746,0.009748533345592017,0.012194768986179876,0.02756718863506588,0.048463303270834375,0.02099608905931801,0.02284348692892247,0.04602047844783968,1.0,0.009365043122177097,0.007032865735887146,0.030324086680371946,0.015141727896733018,0.006555801301090637,0.006873299398616686,0.015245993600298036,0.025702102889454216,0.005996051255972151,0.013877679084951668,0.02155009512892713,0.012302388433996092,0.018666546592400038,0.012651713307583098,0.011059937327295308,0.032981417587906785,0.011015571034410664,0.01084556002896959,0.05873768034746662,0.006777413697193286,0.03955213516797125,0.011435994492834048,0.0027875953358767656,0.00620688432393174,0.011673345049588741,0.009456228562415184,0.01130281699502915,0.018774830583310195,0.01962460983686878,0.019348087834426698,0.007373439091639686,0.044915865350267654,0.01271209359804168,0.009162594025691207,0.009839609693991136,0.01034474523952192,0.015011170908076911,0.06278837288087401,0.013093506974033425,0.003867516910457364,0.01008642090986377,0.00804848431757785,0.020496754720733673,0.02845999553780481,0.03515911789775753,0.01599040987158394,0.018739936607249635,0.013759496026177346,0.00745343787643159,0.019044211094656812,0.017906543347222557,0.012090935126552606,0.008932582099734427,0.02240772838877295,0.009297992913875319,0.010836526770379235,0.0046776804754655186,0.013775989040154542,0.0068343832498192056,0.005620749794004581,0.02622209850306974,0.007655403519638704,0.004755804432424337,0.009340645505454213,0.027357006468661595,0.012578219419478573,0.008493658356008885,0.005797620217514844,0.014775970872641493,0.022991842150808843,0.011601547531186716
blue-period,0.015319143459882747,0.010997119349008579,0.014100615552850351,0.006869569930409116,0.007114388820859731,0.0029849550614486527,0.007800706583479549,0.003270908635400807,0.013117887718257703,0.011825435450638563,0.005603506435682694,0.00840102544113399,0.015195446592785471,0.009365043122177097,0.9999999999999999,0.013957033436296108,0.04707750896326087,0.026534416815995793,0.004067792188978498,0.0025187855151558606,0.010410740354269187,0.007370740245726601,0.018225014767264992,0.0035131822222317145,0.005968712743133285,0.007674867992431273,0.0032522169188063366,0.010888365866543178,0.006203646048886751,0.005764523850276282,0.007707433160100725,0.012520726347569457,0.009126273097900487,0.0037602245159099037,0.05044127267884053,0.012474905804467813,0.00437223412911156,0.011331490855751615,0.0327550672734305,0.009081250914509913,0.007698180069805824,0.010903286732715225,0.011300641489862673,0.012540230120927384,0.0036263105019102154,0.007185050698887889,0.007460565449400271,0.008612376920080876,0.003491516671088501,0.006678445095264858,0.006513649984192202,0.006854769087040128,0.022027789624144728,0.007293679991941798,0.006013029114846063,0.004026690913303371,0.006509048495641251,0.005483862757269323,0.01050472205996579,0.004937832168443601,0.008748096169991766,0.014820536510454525,0.005601878568830252,0.022312441412489805,0.04547071583979956,0.017039427155445964,0.0041780286169725124,0.00869258685067956,0.007377915190821753,0.004346044156824211,0.004163336052688734,0.007268472376497982,0.0041107759523491645,0.0060414815686338445,0.004751993158827936,0.005360396731330927,0.006218223168182599,0.003660249129501749,0.008408598686929962,0.005670458497983467,0.004142626144527726,0.0043520800862574364,0.008751700706664747,0.008775561614042577,0.007977268154245069
bocchi-the-rock,0.007901648684158193,0.03550129118989697,0.01234321215611993,0.007881495549664816,0.014844688714748413,0.007911014788172868,0.013224908171532417,0.004150296349325134,0.012964128317567516,0.009111107634600147,0.005161987433754462,0.008345860958002113,0.0098645088478163,0.007032865735887146,0.013957033436296108,1.0,0.010211975436881146,0.00809488314124717,0.14468852613355865,0.004313509316069084,0.018101474753039415,0.13002164183600715,0.04001162790057236,0.006291512332492107,0.00936709756913904,0.006793269541291624,0.007125391764592395,0.009075217722985566,0.00849741322462979,0.0063945768645576615,0.012352152340198224,0.006856579666229811,0.024478145671656133,0.004556044521208343,0.017916108583215247,0.051424374550877935,0.00491538330495619,0.009679869568582326,0.006104796112010622,0.006065488279900409,0.01137375673378479,0.009725125531829039,0.01964338101987254,0.01151767701526941,0.004626705328979131,0.007991887025139414,0.010871220090843747,0.00770939120848916,0.0055530630908419394,0.0030346539086438537,0.007775513614838604,0.011811087125828346,0.054485586114890364,0.010632284378592647,0.1443576244862552,0.006102572760016889,0.060268431289658995,0.007815016136446999,0.009556529233391694,0.007566287492766256,0.012189687261141238,0.009938515864805209,0.018904707531154526,0.026167259204521485,0.012302290108706907,0.0078032337801535265,0.03484233972703712,0.007030963781166937,0.005319112494529837,0.015665807978861804,0.004018651814441204,0.04154898260782899,0.002929496913966854,0.008322349764048921,0.02135177105148737,0.006994533605790727,0.011817889061784095,0.11266567806081251,0.01227909113720337,0.006437271109179701,0.012163241070230268,0.005650134732314223,0.008981234614353344,0.009613799028185177,0.013726375413408367
boku-no-hero-academia,0.014235129529588005,0.013875789376427932,0.015131759672608242,0.012547588913347035,0.007308504402828685,0.006382956868352164,0.012695350793196305,0.006780385438517426,0.028921155784168307,0.020900250963895542,0.012289482939162507,0.049600353833579365,0.01485096430674046,0.030324086680371946,0.04707750896326087,0.010211975436881146,0.9999999999999998,0.012607313825461148,0.006242277759482824,0.006398503394683606,0.012113417511327551,0.009352065020867625,0.003191728479895575,0.010103358705597622,0.017309642520635236,0.007387394851547224,0.008083541169231916,0.011260435538314089,0.012249382072245431,0.006784629629142001,0.009765509002361512,0.009337682961268327,0.01863260162592419,0.0051884779844479645,0.01623360882901558,0.011699471136624765,0.003176084004823826,0.009933296894563669,0.06688825103377945,0.008111339190768521,0.012338525546717388,0.012621432964563771,0.012308386721361782,0.0197206976561869,0.009683194714647323,0.020269170802859324,0.007370862285387138,0.022346562421305324,0.004785271589230271,0.009671868480522164,0.006183529101009366,0.029854903293478004,0.07390044265292751,0.010201441379488467,0.012215390431672288,0.0079321106166856,0.006480373737722329,0.02014316986867439,0.013807046481911136,0.007025560606545502,0.011562388306207098,0.012645482622590224,0.004933009259856264,0.03616240845672165,0.009729009049087113,0.013571627611971506,0.004430863199979583,0.008685161028226961,0.00939899247872502,0.0032030820191121215,0.01967909010918347,0.010450789530488037,0.007857265254207277,0.0073697138845082374,0.009354088468549229,0.009191873756155348,0.004064698792233578,0.006334724315262568,0.013831435322569662,0.011236002581997778,0.0075008458568875894,0.03510334698603426,0.011472178680232504,0.009462810575841968,0.011062939056391188
bungo-stray-dogs,0.018229694337210296,0.012697484198719853,0.015033176641862407,0.015607448815608792,0.019266856990297312,0.010127269635497132,0.010040333587140892,0.010723770236524958,0.02686181418696934,0.006230531229483836,0.004079377277288086,0.03263056126216336,0.00952116056919326,0.015141727896733018,0.026534416815995793,0.00809488314124717,0.012607313825461148,1.0000000000000002,0.015674601681186884,0.009373616425738692,0.01838794497294825,0.00402077338808062,0.0069373472338322755,0.013965363600245336,0.023492486397286298,0.007914116282685993,0.01261196351771546,0.024037358279385936,0.008121742469025627,0.005708664401032568,0.009494129637420058,0.025036183829448933,0.00702009794654844,0.008056095458912588,0.02135492580982969,0.005402421589360695,0.0032041976450084848,0.020809411248244532,0.09682875208702496,0.015033842965299709,0.014875842551628176,0.025860198052698763,0.12005052217795908,0.012059981014705411,0.005114254358571713,0.006727036768591109,0.016989834993871373,0.03232101745818818,0.006849207781325993,0.007339515993075575,0.006021548185674792,0.0157755148935731,0.02142904743704058,0.009449456349342522,0.02112585114421908,0.009551725849602365,0.00677014545099858,0.01444612653778006,0.025682144510106718,0.01891558779430497,0.026519822906115317,0.03199960485325444,0.004772776051399176,0.023050324133849318,0.013157955095686263,0.01655048150611627,0.005579643823770228,0.01250476116666161,0.01055393053963866,0.00839373632439917,0.005347013412948544,0.022057542277264183,0.007157040088452214,0.005704103684163115,0.1610479213232464,0.0068180254456889095,0.006227453709328687,0.0110143380745814,0.028404523659521546,0.019442627584472776,0.01166095623917656,0.004395110198133989,0.01931714670872719,0.008910753995357321,0.00996415828640785
burn-the-witch,0.00727858492439076,0.007537076920831797,0.006420909664975845,0.005434557956446188,0.02280560707078665,0.005520103926063265,0.010344939000880066,0.004449495968560862,0.010393205054441322,0.002470728462554176,0.001564542602479472,0.026764102484709337,0.005070342735809791,0.006555801301090637,0.004067792188978498,0.14468852613355865,0.006242277759482824,0.015674601681186884,1.0,0.0037315503505205645,0.015370154957158103,0.39867308016004255,0.006131013009468262,0.008209760348331473,0.006119169395191797,0.073523855398523,0.009037085271591678,0.010004947190997726,0.014251150692821873,0.002670055065806545,0.004806546146789657,0.009523383190871449,0.0038735253649778713,0.003096794687975437,0.020807216744497908,0.004796582024850023,0.0017001745313921929,0.00707849698341298,0.0077139324381225545,0.006324640652092133,0.009199589175229542,0.003958768015026371,0.011784063761335332,0.003965230052831591,0.006741091781606403,0.0038892917497842148,0.006751467026305771,0.005794975910707496,0.01637421116837962,0.030397607315635185,0.0026822859408686074,0.01295845531429078,0.015484946287761796,0.0057079539811542524,0.49104563099708687,0.005379540590768013,0.1457043406176775,0.011196687533201194,0.011781868957808424,0.012580282595745507,0.01080183269149219,0.009803668026461506,0.0055857420824031315,0.010757014501202245,0.008798000752628408,0.004570141387967431,0.09193949622587529,0.011666439324017343,0.006309623089188231,0.015303421534209454,0.0033169645470154095,0.011839330515632704,0.00452724389274348,0.0028264240344240466,0.020767011607520577,0.002172288829927353,0.0037180758968523575,0.38547920802360197,0.014728987615290467,0.007510823633921977,0.00475889463672626,0.0027307286110243158,0.009963425567442922,0.004148239380421365,0.007270245473245016
chainsaw-man,0.009952684615204157,0.009791255000815662,0.017019746307578854,0.014883379348756305,0.009954536622483655,0.0035964624898549135,0.0050136635241942685,0.006468048756763426,0.008209641490255003,0.0029655361471663403,0.0020405156567125052,0.02243302491111801,0.005079793369280944,0.006873299398616686,0.0025187855151558606,0.004313509316069084,0.006398503394683606,0.009373616425738692,0.0037315503505205645,1.0,0.005312320638326806,0.00283258074102164,0.007996327601461737,0.008603139252868703,0.01127465902042399,0.007841738636971976,0.007718479260024391,0.009494040864165094,0.004752382224541724,0.0027323720694760177,0.008621955934997875,0.013960631886770113,0.004219672081703029,0.00745855849550297,0.014986998172174526,0.00600489029804486,0.001798967815200377,0.0029478943804969247,0.007432106734893488,0.005849291263234749,0.007211611348210939,0.00564971099289711,0.012960486895748458,0.003921098307916005,0.006818691116220731,0.0045899992385639455,0.012021250250431987,0.009416383712125791,0.010933844412611825,0.0062589919634491835,0.0033105007011780298,0.007355578020115877,0.012759538733603281,0.0036496027064274864,0.008618945816028909,0.005102550558280874,0.002869002104702732,0.009597082702027648,0.016065907690343443,0.01952926393605987,0.014211216294569385,0.04040974505194801,0.0036775771247635944,0.009696978744993735,0.005061960130197434,0.008700580630684566,0.0025537323226191145,0.00532800208832739,0.0029175119117136046,0.0070956342457255805,0.00418542278612284,0.007880262615732218,0.004574561424231739,0.0015421826778736281,0.009168615482338355,0.0034530497235547657,0.0032590308859463506,0.005070660337900947,0.011985316273581357,0.009768472720182277,0.004421303204428202,0.0023761332698434773,0.007578731367508291,0.00605980702869695,0.015273084241273572
charlotte,0.03184790717040649,0.01652259374375486,0.01129525385305129,0.061987387374243225,0.009474883198008844,0.04855533409379532,0.007460709635945625,0.005368715794501818,0.029141763327321775,0.011081637562403041,0.006434092716524407,0.014046419491787794,0.07670264966277636,0.015245993600298036,0.010410740354269187,0.018101474753039415,0.012113417511327551,0.01838794497294825,0.015370154957158103,0.005312320638326806,1.0,0.008064735013654682,0.007335057915633244,0.008261329751708308,0.024040126951507836,0.006690679851587003,0.007967745000298183,0.01706898499128951,0.016233812836305306,0.007778638726302846,0.01147769714319019,0.010877403241697815,0.009979771722052323,0.013923097603387318,0.01513978260857231,0.01245652003679354,0.00549324680949548,0.008210148170441836,0.014178494156621042,0.008330095480546277,0.01522323206626484,0.00573844678878542,0.015081529600858009,0.08413439959524682,0.005547377777330673,0.017608398200397266,0.007934941976257404,0.009170601793394854,0.009421697928326539,0.00828984381741543,0.018168917071097922,0.01677449638393391,0.018947960278306815,0.046060212959784824,0.01023735475850747,0.020536748999759272,0.0054512512085603095,0.010515905536368287,0.011509230826667572,0.010153704532376674,0.012211502372183722,0.017498108773488112,0.009443804056983748,0.01989142865457475,0.011018351235709501,0.017942709648412596,0.005264113560457139,0.01085999278874037,0.00916767195241303,0.015471286986018061,0.005471498225479379,0.02265745780901818,0.005014335589826601,0.019537326483894016,0.019751355024812144,0.009980891169894642,0.09257527400638497,0.00880660174784136,0.01107222275932327,0.012936532189492601,0.006923463673407989,0.013827596322836486,0.012434753145298735,0.009851372600168298,0.02441493960073972
chihayafuru,0.006386141838405109,0.020088479843746676,0.00955811655745757,0.005209769687845812,0.0039841665929565345,0.003272983980368589,0.004468750396758922,0.003251097383613185,0.011497904077434803,0.02509621712666223,0.010467545005543833,0.006136152810729782,0.01583544846711621,0.025702102889454216,0.007370740245726601,0.13002164183600715,0.009352065020867625,0.00402077338808062,0.39867308016004255,0.00283258074102164,0.008064735013654682,0.9999999999999998,0.009513571537321635,0.0033191360183532767,0.00635007856738401,0.00710818476991214,0.003286732551215845,0.004641106270130687,0.004368763160712646,0.01011161155034194,0.017519914662523978,0.0052674285423586435,0.015539275752525717,0.003499932434847226,0.01825344328696772,0.012052077097922519,0.005034449223361507,0.005365546570139796,0.0048740811822279165,0.004362245421589376,0.009743680385382928,0.004831346043711567,0.009608266948869577,0.013709748817943712,0.0019389457790464422,0.015264202176792576,0.03178415766354898,0.005315380228220788,0.0031585421187524587,0.0030680621026118954,0.0028582683323899066,0.02123355496063941,0.01207929552180813,0.004113217495658353,0.4158752550493666,0.0030613011670464155,0.12534784902593513,0.005098581405776063,0.005494394904225393,0.003866324427033268,0.00478043724823109,0.005058599325228423,0.004080043831669032,0.010535468294488384,0.006234381608977692,0.0027120546217562712,0.08000436289354616,0.005578569122337844,0.002911341992395866,0.0033318185961427223,0.0037818988596174516,0.0059597491666625,0.0017948968740882658,0.0046885894974382425,0.0037590237689921887,0.004064320105591892,0.003905332274256003,0.32901188933403774,0.008575409249605929,0.004394818056005471,0.0030970771932583873,0.007886004672907555,0.003905007106886258,0.012627219228530707,0.010759675413028047
cider-no-you-ni-kotoba-ga-wakiagaru,0.005557681743176559,0.01973930918520296,0.0379518131393239,0.007524148555199014,0.00428493253154762,0.006394657237872881,0.0061318064115223085,0.0040703355856601415,0.008259103844327995,0.004302995130319034,0.005036415261401198,0.009245974263624862,0.013640598050970634,0.005996051255972151,0.018225014767264992,0.04001162790057236,0.003191728479895575,0.0069373472338322755,0.006131013009468262,0.007996327601461737,0.007335057915633244,0.009513571537321635,1.0,0.011895372704559854,0.009575793281869754,0.007202772704492943,0.006146586913383264,0.013801578452011744,0.004777095281966805,0.006104758394267215,0.04908747439085103,0.009586011292285809,0.004796267124060817,0.008674654959847202,0.01682105856434914,0.007953655708124167,0.008746181115734677,0.0064006286253383594,0.00909978807604996,0.0075172126889723745,0.006358431535110903,0.0048342271754076545,0.01218489917159025,0.027487003182643157,0.005110583302438278,0.004117467067309933,0.011486491255334139,0.008831574607920946,0.005484627943982494,0.002797129180453611,0.005650845596022027,0.011766545079477594,0.029233952418409963,0.010106423022377863,0.006211078525883374,0.01589179563613862,0.006687110968772025,0.00536456570570202,0.011750357535754919,0.00530279982773551,0.007943824674254541,0.010937384212416029,0.003974813000292783,0.017953603946409602,0.011306675310915528,0.0072472080569686344,0.004628049653581597,0.006747128620126,0.0025562029572980052,0.02608022024260292,0.004753470951211475,0.012643732906743619,0.0026813751653666025,0.007550323319105867,0.012938325275000467,0.0042700287258165374,0.006033072236934643,0.004202715854243093,0.008004637549701371,0.005927297073823868,0.006094120405382263,0.006979192404850717,0.008461550710862529,0.007293578374344559,0.0386625101606141
deca-dence,0.010398541689554067,0.006900593783643948,0.008985689381995446,0.011077283809595622,0.010395708877095903,0.010570187223681478,0.007212131925291004,0.010852541199800801,0.01158762786525535,0.005197372543547013,0.0032898625076909567,0.016762406446039862,0.0053739113328742285,0.013877679084951668,0.0035131822222317145,0.006291512332492107,0.010103358705597622,0.013965363600245336,0.008209760348331473,0.008603139252868703,0.008261329751708308,0.0033191360183532767,0.011895372704559854,1.0,0.016275897077191903,0.014288980436447501,0.020667557448695226,0.01625878661865728,0.007408008434103295,0.0037753807527388006,0.013625113477150237,0.008479902315429375,0.008538433129877999,0.0059854869818538135,0.01821950215606425,0.019847572789288618,0.0020431382935710866,0.003938496771068747,0.00724162842111127,0.019113132186499106,0.006701942424233655,0.011442786756168633,0.011516452961531578,0.007131447688643152,0.004967498037976333,0.0072465379517703665,0.026830751162654286,0.006512101881621009,0.006271479278993724,0.015786903108902833,0.020160160425987464,0.013061783224469518,0.019498752431069525,0.006074565857240481,0.015732395855211422,0.017358358487501124,0.005980466549592201,0.011798654434297324,0.018533789887201783,0.01573205581869278,0.017863315922817837,0.016044469528169666,0.0033879776860135605,0.014714678636429753,0.008471978644056223,0.01345407200579752,0.0063617976765593665,0.011738951641721987,0.010842322041331103,0.003907295028778158,0.003836610019765136,0.015627888222133554,0.005277798194811069,0.0032027697942704214,0.007824892227831596,0.016694819803202098,0.004105939100273837,0.006456253195633061,0.03143878350904199,0.012724027925734942,0.010757203320183685,0.0036665159551419048,0.01145058757433845,0.008410569630354003,0.01103126200506849
dr-stone,0.039866774881220264,0.013891301249142039,0.01694782925629645,0.01268786355620627,0.010572167593635409,0.010667235340961617,0.02795320164548736,0.013988140275043554,0.022069001612786538,0.007335455416118162,0.005313424097454611,0.022040484991675113,0.01150544679750874,0.02155009512892713,0.005968712743133285,0.00936709756913904,0.017309642520635236,0.023492486397286298,0.006119169395191797,0.01127465902042399,0.024040126951507836,0.00635007856738401,0.009575793281869754,0.016275897077191903,1.0,0.013976379143625806,0.017686781897337325,0.047971489980477115,0.007305924907708068,0.00842533547860578,0.011009335158220404,0.009144208743456443,0.009348737580952862,0.006702729244276263,0.020939220640045636,0.00692989130754684,0.00424635450680487,0.005801912238080242,0.010569385542758731,0.016666565624021235,0.009720992986094228,0.010015498176213293,0.01791932295683419,0.01144212624165105,0.005815380579650895,0.008985810351351414,0.06033475274291164,0.012012342836345027,0.00982720179879403,0.010749731535048736,0.006455890746010805,0.015016833079048636,0.025158451199922608,0.010067555101590261,0.012386849038763314,0.025503803550607874,0.010029934031642294,0.013133081653756483,0.03305884579319538,0.017383079948777476,0.03061736859330609,0.022497334376834884,0.003613309193945364,0.020019507884443042,0.014562258422571039,0.01624681107572955,0.00680932355808574,0.022990286123188007,0.010378995199907006,0.006958783582596268,0.006473636341607529,0.01592716787808382,0.00981578693018423,0.0057956139297950715,0.013661403792190389,0.006988619446920445,0.008049064227292891,0.007438412022601541,0.030877401653815365,0.013710245388846402,0.015017785953266952,0.0038757388951224693,0.025695980351062266,0.017477767712043207,0.015330388121071802
drifting-dragons,0.0480957081617543,0.019266373129361254,0.017863695773764333,0.013277459901823357,0.007971333772667196,0.004644172020265481,0.016326833700020082,0.01092184859715385,0.008333862642327246,0.003951896163354799,0.002195345370727183,0.08245456674244542,0.008044166856125311,0.012302388433996092,0.007674867992431273,0.006793269541291624,0.007387394851547224,0.007914116282685993,0.073523855398523,0.007841738636971976,0.006690679851587003,0.00710818476991214,0.007202772704492943,0.014288980436447501,0.013976379143625806,0.9999999999999999,0.008807805824825128,0.015877934964675204,0.008098740619748161,0.0070006366993907105,0.007088801881862494,0.010679852163765376,0.013334021773585083,0.005009669493430393,0.02123986518266279,0.008400197441042853,0.0014414803961464771,0.0037273110485096005,0.007050388585835722,0.04946351197066216,0.010545869508637822,0.0052480629255772255,0.008474684072707834,0.006357875158442729,0.009074058371943755,0.004591698527701299,0.05278445498392967,0.006199791994285543,0.008300988524442424,0.0032835898035449727,0.0041230196619821136,0.023205325340885243,0.03115418777300323,0.012262551411975381,0.01004118197492216,0.006970836059906218,0.01224200494084172,0.008250334151810076,0.027009146621479758,0.007493395221561614,0.009796550986817493,0.011699899059853205,0.0021353464609772444,0.012993667899108146,0.010372822478478441,0.006900563294402815,0.011233810283436736,0.007972712557747475,0.00500226133095187,0.005070901193998976,0.005374880851686879,0.009747549960910006,0.00619688189207906,0.0037678532176077606,0.007233031084753101,0.0031957186825763047,0.005552932224071287,0.004676429179244366,0.0321375337010246,0.0063208127291157455,0.003556428899927903,0.004443551893629521,0.00895470006547564,0.01337791930387585,0.014903295630099832
eighty-six,0.0272790939123374,0.0063683474189784655,0.012699743996390811,0.017499930344622813,0.0294728087943338,0.010568756480009395,0.008637332091093292,0.007812679968654432,0.013004045085665595,0.005089072518461295,0.0024967808585687206,0.07426765205164657,0.006084621113322999,0.018666546592400038,0.0032522169188063366,0.007125391764592395,0.008083541169231916,0.01261196351771546,0.009037085271591678,0.007718479260024391,0.007967745000298183,0.003286732551215845,0.006146586913383264,0.020667557448695226,0.017686781897337325,0.008807805824825128,1.0,0.023618462672811376,0.005654199688379856,0.005106605735305012,0.01106822549094234,0.008599000634585196,0.007826626837717794,0.004942181338211313,0.01699978247823943,0.005359705541127316,0.0020475960673383515,0.005941011374541615,0.007960206167388129,0.018069234711484493,0.007218112021633764,0.008074973865897355,0.01655522161358344,0.006831104598734957,0.004820037020273217,0.005412015882868247,0.010168665392046564,0.006557390954383663,0.018277530729672576,0.010912765532209236,0.0051793874861315176,0.012572582258032297,0.017575786622614817,0.005166812058072619,0.017304798279695503,0.010285935835456408,0.005846961080839874,0.016893257088089617,0.03458729506758387,0.03817565825505001,0.08227001929419431,0.018496729904632678,0.0033931310653684513,0.017693413081618762,0.010173635428141177,0.037962148126809946,0.00441024698816896,0.009309165206468023,0.026717492342926693,0.003272719153223961,0.0028517024977107903,0.01708298028458129,0.006915730512508181,0.002931226110516183,0.009322058344206312,0.004560926398006902,0.0042792240619914665,0.006424801387096816,0.02553208399974663,0.19344515741578547,0.009658104913037792,0.003114308565875377,0.014241229575193491,0.005953892515412046,0.010860971262169353
