,07-ghost,3-gatsu-no-lion,7seeds,amagi-brilliant-park,appare-ranman,assassination-classroom,baby-steps,ballroom-e-youkoso,banana-fish,barakamon,blue-lock,blue-period,bocchi-the-rock,boku-no-hero-academia,bungo-stray-dogs,burn-the-witch,chihayafuru,cider-no-you-ni-kotoba-ga-wakiagaru,deca-dence,dr-stone,drifting-dragons,eighty-six,fire-force,flying-witch,free,fruits-basket,fugou-keiji,giant-killing,gleipnir,great-pretender,hibike-euphonium,horimiya,hyouka,id-invaded,iron-blooded-orphans,jujutsu-kaisen,k-return-of-kings,kabukichou-sherlock,kaze-ga-tsuyoku-fuiteiru,kobayashi-san-dragon-maid,kuroko-no-basket,lycoris-recoil,magic-kaito-1412,mahoutsukai-no-yome,maou-gakuin-no-futekigousha,mawaru-penguindrum,megalobox,mushishi,nagi-no-asukara,no-guns-life,orbital-children,paripi-koumei,peachboy-riverside,planetes,plunderer,princess-principal,psycho-pass,relife,sayounara-zetsubou-sensei,shirobako,sirius-the-jaeger,ssss-dynazenon,suisei-no-majo,sukitte-ii-na-yo,summer-time-rendering,takt-op-destiny,tales-of-zestiria-the-x,tamako-love-story,tantei-wa-mou-shindeiru,tonari-no-kaibutsu-kun,usagi-drop,vanitas-no-karte,vinland-saga,violet-evergarden,vivy-flourite-eyes-song,wotaku-ni-koi-wa-muzukashii,yakusoku-no-neverland,yowamushi-pedal,yuru-camp
blue-lock,0.010196387782574723,0.016402955815020152,0.014067869864861436,0.007348351407952687,0.013006366794546632,0.028786514446612503,0.046075355047371876,0.02216664267131604,0.02313713713880743,0.04453236910476867,1.0,0.009486003208451785,0.008086881457069612,0.026597821939234784,0.012453429879143493,0.007605163052003953,0.024530844528924203,0.004868333989742271,0.011642706143548107,0.020965557151992595,0.008668124037762221,0.013934588882847772,0.011089916643312698,0.007442321676071896,0.013216126121883361,0.009443523371993235,0.007698449385798799,0.046721022164758666,0.0077519422390699335,0.04556665395376169,0.01156210880212927,0.002973576676258356,0.0061478109286096485,0.010616529752936182,0.007804175903356673,0.009532340792259945,0.015453182207975327,0.020234010139240526,0.01770892574990659,0.005587010813311275,0.037391817090131424,0.01501098275487832,0.009677787499113296,0.0104257193592022,0.007984944829204645,0.015519369456537374,0.06037040114641526,0.013313575207071784,0.004427705997447504,0.010033233195397069,0.008469183923659794,0.01566899773905278,0.0403620040407253,0.040603729401205345,0.013678775976567279,0.01952969011834271,0.013188441145038884,0.0069590566193706346,0.020068642369911308,0.01435259599391873,0.01443113079785113,0.007404783373298459,0.009660845802452727,0.0032916287910953247,0.002433561203360468,0.012923379861602717,0.005662062507270305,0.005712211269361545,0.0099853645410236,0.008130534899106772,0.0042878671154139465,0.007836837741782668,0.022331322236622927,0.01405786748480559,0.009730282300589246,0.003992326838954921,0.017758160247392674,0.02447290570376267,0.012484956382538069
blue-period,0.015639104819244812,0.010608886192519927,0.014095877407368042,0.007705526516788065,0.0033085764193033773,0.012920627065158109,0.011589377763458376,0.005565770292521053,0.008463370357794962,0.015020847680882458,0.009486003208451785,1.0,0.013587562692397354,0.04604284137936403,0.027032219479446756,0.0040787314749352556,0.007396731883993429,0.01811755258211735,0.003500363311671048,0.005949686066743463,0.0076180346046705125,0.003200527498076592,0.011020353559302129,0.005605471577205179,0.0056664736885107,0.007758410301830226,0.012273888323031102,0.009139202200405724,0.003815700685223888,0.04887029987611871,0.012771787863768801,0.004380355145548928,0.011235719488871676,0.03160560172297321,0.008895762753083765,0.007771337049165537,0.010773776066093156,0.011417076440713301,0.012636498940722824,0.003634247452134044,0.007187241506194945,0.0074096530837474755,0.008523353154017805,0.0035271366192509783,0.006559349428124477,0.006395533207092443,0.0067776000581410605,0.021647072952382274,0.007344015638053529,0.006295990511543132,0.0041069275265243595,0.006500920067400085,0.0055441513064787345,0.010420909669002784,0.004921825117985791,0.008685109675799468,0.01467663519418906,0.005716791329804352,0.021833842466131428,0.044428622977988344,0.01699594569994728,0.0042213311335668555,0.007431705256746189,0.004312627289204404,0.004135763834291325,0.0071984178860999715,0.004128052394170143,0.006292429179352163,0.004691497250198339,0.005310570361058789,0.005955259397129561,0.003696134359075976,0.008570024081777034,0.005761878020450347,0.00421766455193037,0.004319532396084518,0.008284245535008356,0.008697787048294053,0.007926954332245816
bocchi-the-rock,0.007879808702469036,0.03374280176979494,0.012117053962159879,0.013063543436521401,0.004094834000215316,0.012929031918293794,0.009161821355920788,0.0051836543165465114,0.008317730471091017,0.0094461105277985,0.008086881457069612,0.013587562692397354,1.0000000000000002,0.010216784727277155,0.007887831865284998,0.14021950050323667,0.1278999500646501,0.038943317407893155,0.0061651389226127845,0.009120108699553356,0.0067494755856745674,0.007070399184510942,0.008984710624826002,0.007478192345486833,0.0063109224368806454,0.011928365979861548,0.0069081303491318365,0.023622661458763676,0.004796030770774446,0.017566247671850367,0.04988859309728277,0.004758056810346578,0.009635446899568854,0.0060353250129673245,0.006020463747960951,0.011370812027350545,0.009411601339659218,0.020583962017983716,0.011567232161950219,0.0045816796036880535,0.00797740790139875,0.010756705470215969,0.007645544388649371,0.005458373609118693,0.0030432634823047314,0.00835155647719739,0.011600356286733674,0.05340657261772304,0.01045782270556323,0.14056395540444586,0.006031509202529761,0.05872913616497339,0.007584128924043431,0.009505825013321843,0.0073972331041145005,0.012340179876449933,0.009914232734506395,0.018483831607680485,0.02571310640230711,0.012179358801084558,0.00801893499517207,0.03371358767493216,0.0053600799022856796,0.015017766127812866,0.00395617028772811,0.0424860464937984,0.002872313957475589,0.008297272822830699,0.0203381187134225,0.007048048775875831,0.011364033107326126,0.10926806522801616,0.012245436622964685,0.006548351073688643,0.01159940055538,0.005621807039313715,0.008605205387968669,0.009803137453612503,0.013811961992363713
boku-no-hero-academia,0.014380543767007911,0.013886158323531156,0.014892159036085883,0.012946380076698663,0.006873950064157797,0.030800224569914197,0.023318459406288256,0.013356889873768292,0.04968885279831405,0.014493179631606607,0.026597821939234784,0.04604284137936403,0.010216784727277155,1.0,0.012550881289051952,0.006457112501619608,0.010125204240442954,0.0031510944801271604,0.010297471282491845,0.017250496646899854,0.00746173448320919,0.008074426216373382,0.011281743960640633,0.011258593019622367,0.006985302111049976,0.009842192065227944,0.009180968792124815,0.02034348538864271,0.00523016316080499,0.016696271572163746,0.011715838319489556,0.0032873872491208543,0.010181340475099205,0.06571224169690934,0.00816275565285052,0.012446417875943357,0.012715834671626375,0.012817263478101672,0.0198554616763518,0.00991799266827501,0.02187925344391286,0.0076440930448961695,0.02225526152440919,0.004849424765171102,0.009747059454470422,0.006130026523397775,0.03275480267790561,0.07335329659603046,0.010308819817058782,0.012461630620061828,0.007877509511317762,0.006584656535616902,0.02028691333315638,0.013763702378666701,0.007069719770299576,0.011895100279978511,0.012894834328783253,0.005321603244248023,0.03594721581016759,0.009885124636054956,0.013714655357319291,0.004383910038986774,0.009561402307678669,0.0032720306749139546,0.019455957773519092,0.010614016228696545,0.007940259944059603,0.007486170720599518,0.009338014798214339,0.009582633704465675,0.004061848901660913,0.006382105896945322,0.013800220555827199,0.01131599495551254,0.007588913672358344,0.0340396609098677,0.010831672703717593,0.009660733746173758,0.010773086897570403
bungo-stray-dogs,0.018275486411459114,0.012346379474726783,0.014932502175185451,0.009938710636824425,0.010797022358846031,0.02717770448175483,0.0061645180304686345,0.00405009423634479,0.03307826751640531,0.00928941550422632,0.012453429879143493,0.027032219479446756,0.007887831865284998,0.012550881289051952,1.0,0.01582883200051346,0.003983423163960936,0.006812880361924186,0.014024972213768805,0.023405023951346703,0.0077873392755358735,0.012442588309617069,0.023849087482894268,0.007204643985103915,0.005604425883333965,0.009454819899859987,0.025279158370939973,0.0069957391398979525,0.008049239952356686,0.02128037909314604,0.0053502366254332585,0.0031473730240412583,0.021079353512555955,0.09773532368324361,0.015334045466551783,0.014714461202792113,0.02788896232619628,0.1216979640208279,0.011681304225190618,0.005174710160960278,0.006593094491190991,0.017590942938741225,0.03276756773261293,0.006942971200881201,0.007507780042190764,0.0058907114219131146,0.01539103545243903,0.021452449241935168,0.009423402783576933,0.021695034975520885,0.009571623070200706,0.006805785420295236,0.014632714435969267,0.02614979372856123,0.019441902182705487,0.026613479862641762,0.03233529535512735,0.004775146154696355,0.022600673195963244,0.013101036140130995,0.016553361603544363,0.00570512359405229,0.010663576479580527,0.008291150862239475,0.005334474112819018,0.021986725198349887,0.007226418769498911,0.005658045346575316,0.16353193938838956,0.00671499888176018,0.006117289672007565,0.011309786290076555,0.028435267957946805,0.02014612330175584,0.012099482425544449,0.004351739554954568,0.018599808511900368,0.00874139312967843,0.00979327535974427
burn-the-witch,0.007762174950008561,0.0073311508847798655,0.006565466762720697,0.010307763301765374,0.004523278370715992,0.010583120975019464,0.0025437493390212756,0.001635819499999935,0.026441222998474172,0.005102276746464054,0.007605163052003953,0.0040787314749352556,0.14021950050323667,0.006457112501619608,0.01582883200051346,1.0000000000000002,0.39174093501069224,0.00596741158012247,0.008287769746774889,0.006211026769925287,0.07056542552427511,0.00939596180337728,0.010649224854666958,0.012643612738924259,0.0026323962377343382,0.004850384795210487,0.009455542350389862,0.003979780283350241,0.0032407024240473877,0.0216473199992672,0.004944103275805111,0.001698123651382663,0.007088488186660573,0.007834567032950808,0.00657556080076258,0.009556925955677649,0.00411261405009414,0.012418579410206305,0.004052986593859996,0.006849974502068468,0.0039459034179404485,0.007242150171586701,0.005910933000227264,0.016347422551452242,0.03132956038010991,0.002647864441232667,0.012649724086497071,0.015755269365269154,0.005706952358991696,0.4839993794070877,0.005345465781199826,0.14289637947652356,0.011622960766662045,0.012004123371269744,0.01259963295547025,0.01127952668670836,0.010181394683547926,0.005445084074668624,0.010799401725317997,0.009070759882976192,0.004771876367753667,0.08955784637363182,0.00636471186709413,0.014569730083492298,0.0033761056364726943,0.011984807696441618,0.004812615393284927,0.002838135357996693,0.020074269583202447,0.002187012782570584,0.003669388594746377,0.37872713293209653,0.01501471287853273,0.008055245016530488,0.004870065340914791,0.0028009729468531606,0.009674462326725173,0.004228492615338291,0.007242524725432781
chihayafuru,0.006476225405250401,0.01974670555164038,0.009450677098496911,0.004575825035682281,0.0032953609363693985,0.011309232700225531,0.02641480341981548,0.010856201565765177,0.006162928801281438,0.015517656491659456,0.024530844528924203,0.007396731883993429,0.1278999500646501,0.010125204240442954,0.003983423163960936,0.39174093501069224,1.0,0.00909942810177267,0.003271298008752661,0.006418542415787872,0.007100810238241148,0.0032219908115114692,0.004636757037528721,0.004028311441333079,0.010088864780130833,0.017409880419995902,0.0053085726365020265,0.01647104814651323,0.00356984433179508,0.018479967526499677,0.012056999989757934,0.004903544875441589,0.005412642841941195,0.0048071918685049725,0.004346489569355101,0.009750415954887192,0.004828281011225765,0.009685920540875664,0.013864335081903306,0.001970423665940517,0.0162144187449965,0.031624790520031636,0.005277979719095084,0.0031669829888066954,0.0030312324903260563,0.002762204055471002,0.02261663541677194,0.012389002863650847,0.004100315955478177,0.4094212305771286,0.0030254320698906963,0.12296079299562494,0.0051105554025333835,0.005441261487993061,0.003831358526502917,0.004860729095577438,0.005107514696642153,0.0042204888283843035,0.010219926521401617,0.006363004581855829,0.0027283173939475986,0.07801459495589473,0.0030364287134217044,0.0032927966874783986,0.003776732004032637,0.005689113102264117,0.001760206372821899,0.004702341591294148,0.00367038024137426,0.0041718187498896485,0.0038204974604558644,0.3231132702297203,0.00869349089632272,0.004442766594930146,0.003014256531516968,0.008126506382234423,0.003691473840184005,0.012829902385050754,0.0105575903006019
cider-no-you-ni-kotoba-ga-wakiagaru,0.005582582532239198,0.019418613995231343,0.036037044963548245,0.006070373439801537,0.004121824251065923,0.007956780159293152,0.0041989097423782,0.0049467118034886605,0.009150411053500642,0.013335651543536532,0.004868333989742271,0.01811755258211735,0.038943317407893155,0.0031510944801271604,0.006812880361924186,0.00596741158012247,0.00909942810177267,1.0,0.011577191535500094,0.009398020350319704,0.007071398719042418,0.0060384359578829865,0.01336295914976617,0.0042727579627067904,0.005813711164880964,0.047982603071574384,0.009605327095420968,0.004835576364338504,0.009330840615359076,0.016350980576035515,0.007814657745626985,0.008336336149748255,0.006302693780650825,0.008832339900107126,0.007300323960512076,0.006139470742447339,0.0047583679668962145,0.012016362203696345,0.026551787131561474,0.005051583969469255,0.004050513623162848,0.01166702849802391,0.008586984529957353,0.005467486179531633,0.0027706066203619095,0.005568314966083918,0.011104287131693874,0.029086846848558848,0.010192580899944978,0.00621224927750036,0.016374750436763803,0.006661436245257395,0.00520230720220251,0.011635944644162757,0.005086408311778561,0.007858590944240821,0.01073685723242762,0.0038549603613835587,0.01732081858603222,0.011237920915154551,0.007068856819762266,0.004574298917209584,0.0024882485313203412,0.02476192958289651,0.004611492076537027,0.011677213657942834,0.002657880876948193,0.00734274046725343,0.01247986540430409,0.00416896579845869,0.005550969202021078,0.0041089757530589415,0.008010131426815717,0.005922586650096387,0.006032488021932979,0.006962445719216945,0.007664964621917388,0.007243748287544002,0.037961092856096425
deca-dence,0.010719184968914013,0.006767873534373124,0.009062186984533201,0.007284873789023516,0.010895279809288339,0.011848738794468636,0.00527926980860473,0.003276482267005207,0.01704867311386916,0.0053606280740897275,0.011642706143548107,0.003500363311671048,0.0061651389226127845,0.010297471282491845,0.014024972213768805,0.008287769746774889,0.003271298008752661,0.011577191535500094,1.0000000000000002,0.016281681690209843,0.014957201315167768,0.02052576154644151,0.016316066348166684,0.006713595373655871,0.0037416287391562088,0.014476621397369048,0.008622709191788204,0.008513489680142814,0.006066712294171999,0.018320219511125984,0.019618414193121433,0.0020405915006838204,0.003996916120000691,0.007259507882317961,0.019343540202911944,0.006793472395146017,0.011390040660267955,0.011613821292057026,0.007339489875705601,0.0051674059512618374,0.007198005411716868,0.02684625873856708,0.006675282310784212,0.006374384772957768,0.015496589790804535,0.02140042817124375,0.012878319608004783,0.019961521469766992,0.00606654670654031,0.016180923593747332,0.017524722488522448,0.006103291046225774,0.012081971413146929,0.01858080727637544,0.015605864554536905,0.017876424628349118,0.01648769031324715,0.003380999003265904,0.014600305735075828,0.008597383767718044,0.013402511590509984,0.006261194426269487,0.011125512304043255,0.0038432965953064924,0.00383396099419893,0.015825895657738016,0.005279084291571481,0.0032711166086678415,0.007810289304021351,0.016613275079876193,0.004105014869754499,0.006561785027853734,0.031751336243766505,0.013203922837925772,0.01099506285304144,0.003662490196551399,0.011019405424009006,0.008465490290084747,0.011153999176589192
dr-stone,0.039605332047077085,0.013905622337097872,0.01707552679466716,0.028507808668102357,0.014050827087281267,0.02179685646770038,0.007430908184663696,0.005304933251089805,0.022507043001943196,0.011324643658061464,0.020965557151992595,0.005949686066743463,0.009120108699553356,0.017250496646899854,0.023405023951346703,0.006211026769925287,0.006418542415787872,0.009398020350319704,0.016281681690209843,1.0,0.014296146079865402,0.017237567113765118,0.047055252588582515,0.006658964561528495,0.00831519585649872,0.010858732038683164,0.008965708387548474,0.00955181130467116,0.006665034200844743,0.020784645284824335,0.0069958238163601565,0.004103777010329398,0.005822356489258903,0.010503932979366682,0.016709813193313064,0.009756762397513667,0.010205340940022213,0.01779580545349434,0.01122604447233349,0.005862112768203092,0.009026856723817313,0.06189262922891121,0.0120413963524666,0.010018684652865635,0.010681262001350562,0.006259665374223087,0.01491020394792361,0.025279976232698256,0.009935418456304787,0.012449053770269806,0.025110735525135482,0.009820191144777918,0.013656254969706275,0.031267234507342416,0.017485479417111725,0.03214445740888173,0.023340037693886713,0.0036181579316749515,0.01951678591761462,0.014512028599050184,0.016511295371664528,0.006816316438469599,0.010335854778008205,0.006779802413763081,0.006575114025540501,0.01591147810931758,0.009764373685883126,0.0057248715610815435,0.013640639258774359,0.006773814460646808,0.008101359401582827,0.007587406111001236,0.03087903753674849,0.013652637414468457,0.01482321320823465,0.0038339974285441303,0.024487364625249666,0.017277931751751473,0.015246925993208305
drifting-dragons,0.04776875711342556,0.018482863131690903,0.01814191703456748,0.016063522659689973,0.011039956674306588,0.00840511388805652,0.003983553324648143,0.002244827524117327,0.07906783238913981,0.007981296146978067,0.008668124037762221,0.0076180346046705125,0.0067494755856745674,0.00746173448320919,0.0077873392755358735,0.07056542552427511,0.007100810238241148,0.007071398719042418,0.014957201315167768,0.014296146079865402,0.9999999999999999,0.008793654377743878,0.016304084494221716,0.0075639421561639695,0.006876537564952474,0.0071781441479576115,0.010829571732918316,0.013056080088855403,0.0050136141053313005,0.021799749876849548,0.008911765528522332,0.0014298843831813594,0.0037670987869695086,0.006951002678971834,0.048694850893951855,0.01076652876025252,0.005221711290786028,0.008565178175537307,0.006470507105719203,0.00905980035821618,0.0045627934468699055,0.052401493632623794,0.006240470446080688,0.008458393199831672,0.0033248655109455036,0.00402107141787014,0.022393936647395002,0.03174123615066169,0.012120535616928912,0.010535442547306246,0.006784304431589684,0.011956648548735549,0.008454322980896602,0.026873019684376217,0.007494522697512417,0.00997274776861263,0.011861457428041651,0.0020903619618003284,0.01281433646049039,0.010436144784007553,0.007016213203294018,0.010903238730467156,0.004928103909420265,0.004996053660065053,0.005513018471984241,0.009668958839599834,0.0063719048984374905,0.00376315511182522,0.007149655062889079,0.0031595145232002054,0.005498853492000731,0.0047461479143131305,0.031981854365816444,0.006452573814972894,0.003657853743042939,0.004578062130092316,0.008633229356687852,0.01419537572238717,0.015221719175863586
eighty-six,0.02661251796508577,0.0062497657460560295,0.012614107100879046,0.008619605739397804,0.007836951095607374,0.013034973167114227,0.005064614310151242,0.0024914726577388306,0.07245312511163648,0.006040393558463457,0.013934588882847772,0.003200527498076592,0.007070399184510942,0.008074426216373382,0.012442588309617069,0.00939596180337728,0.0032219908115114692,0.0060384359578829865,0.02052576154644151,0.017237567113765118,0.008793654377743878,0.9999999999999999,0.024055285092766682,0.005181245234793249,0.0051229471102726,0.011224201245194201,0.008510437527984884,0.007700078160771092,0.00499106709832763,0.01682195960009544,0.005333834379084785,0.0020486962634650194,0.005880651093845849,0.007916409478493694,0.018035634557122003,0.007237119270283411,0.007987803520288881,0.016974616673266826,0.006761872804680561,0.004845300429769809,0.005414424457974124,0.010256508317635723,0.006619680446184042,0.01808725806397457,0.010714665590381586,0.00504695820178198,0.012302222646781921,0.017930516769589337,0.0052677662927608435,0.017854324705543222,0.01013210995753735,0.005853859767529376,0.017663656238406017,0.033610249015941174,0.037408833536081064,0.08014515606089473,0.018725049245191965,0.0033624732628471927,0.017312548889566022,0.010261465362775312,0.036760598046989605,0.004471310957193734,0.02616589245366959,0.003219711982034504,0.0028457346289780124,0.016894351878155314,0.006999224823070102,0.0029851269486809804,0.009162302588505719,0.004573905168182379,0.004189185459018296,0.006570841470820506,0.025286884927934013,0.18736091971025362,0.009841354812567827,0.0031534143765072718,0.013808285619725013,0.005955744308702011,0.010815580704226507
fire-force,0.016409600283322622,0.013133590260532868,0.01356423696969513,0.0061069776135223835,0.0095575038917849,0.017859313650979855,0.005880102140176449,0.005076554879592427,0.019192883095671815,0.015312877389054404,0.011089916643312698,0.011020353559302129,0.008984710624826002,0.011281743960640633,0.023849087482894268,0.010649224854666958,0.004636757037528721,0.01336295914976617,0.016316066348166684,0.047055252588582515,0.016304084494221716,0.024055285092766682,1.0000000000000002,0.006709087926431642,0.005546073107994675,0.011750286955998782,0.01311026592410173,0.006931620343794216,0.007805534315233974,0.015031821002711108,0.009370957065860672,0.001596481913899639,0.0049869257031865556,0.014990965399541182,0.019832979492292062,0.017113445080007436,0.013748987385115305,0.037458905153470695,0.008067543981621909,0.012163538889730437,0.009371405665587635,0.013728295282741393,0.009494694988868907,0.010799932333861697,0.015066586558530635,0.005866586788965598,0.008917234574497796,0.03779854856001875,0.008554760025397528,0.01443884905477756,0.012223019893359353,0.007041822445351817,0.02191653860643062,0.02246937205835258,0.026819124033948517,0.015407993169778417,0.031606615594717696,0.003458213044315049,0.021599847432838794,0.011733244629998718,0.012449242502191763,0.006266475094386004,0.008258578887127164,0.005640926694458163,0.005338819070606203,0.02542377868970221,0.010857308884479756,0.006414823096194418,0.007468447659393532,0.0037466012318655094,0.0036409413144942995,0.009906239859402168,0.035490756136854214,0.011139211136592806,0.011946521101990055,0.0032470256785965368,0.016819809575986798,0.012319276099206182,0.013537126043823603
flying-witch,0.008032380411028635,0.017844631317458864,0.011809267217092655,0.006740846440668775,0.006170357986683024,0.01224014341709876,0.004262894895062419,0.003935642994492552,0.007763351341157866,0.012183291130722635,0.007442321676071896,0.005605471577205179,0.007478192345486833,0.011258593019622367,0.007204643985103915,0.012643612738924259,0.004028311441333079,0.0042727579627067904,0.006713595373655871,0.006658964561528495,0.0075639421561639695,0.005181245234793249,0.006709087926431642,1.0,0.029227903804431195,0.014371504258748252,0.006503719194636329,0.0036435661269945785,0.003865245275531188,0.020480211600767746,0.004985542445006837,0.004582792700989454,0.004550597581071464,0.007131135881373285,0.004798748540429898,0.006665268088240154,0.004072363943779363,0.01300987622810828,0.005455179054576896,0.009983230610553524,0.03817418913057034,0.005013195312506681,0.009155662215130948,0.023629133414647792,0.015009206646290327,0.014845630152870644,0.0073295769238233745,0.021384290484580855,0.006715813527348682,0.00431956337120065,0.0037805670566486323,0.003747922260729119,0.03194619946553794,0.011407979255927915,0.007929420165725093,0.006787269398396762,0.004666329502240488,0.01324638813131467,0.01390624760539911,0.012677237856779157,0.005076774724032739,0.002763729541360725,0.03357962009035435,0.00822363455694113,0.024552553253377792,0.01318463258935699,0.0028615869225716963,0.040102662836889486,0.00744573783023165,0.006512267435799121,0.014877743728926564,0.011499946950447208,0.008263401756792816,0.006395833663514845,0.0033021015545429836,0.014847493080265901,0.005257531710759979,0.0054366027665632465,0.014081885356241762
free,0.005884832853325612,0.009494882484884575,0.138569083617188,0.005723901586966918,0.005553849408039573,0.058513574480811126,0.01306801101006113,0.05930464417394929,0.007436264440120245,0.012643820614105804,0.013216126121883361,0.0056664736885107,0.0063109224368806454,0.006985302111049976,0.005604425883333965,0.0026323962377343382,0.010088864780130833,0.005813711164880964,0.0037416287391562088,0.00831519585649872,0.006876537564952474,0.0051229471102726,0.005546073107994675,0.029227903804431195,0.9999999999999998,0.007502871116338252,0.010499401995421764,0.010688926337275109,0.003832062930091606,0.01311409285081644,0.028963045800558168,0.0026199040986897844,0.006154023860482685,0.042659745834895214,0.003835265400797095,0.0042954791870196615,0.0028154433861767923,0.005956197887886764,0.016450230458204717,0.007094024788058348,0.03428417071384992,0.005957740296043172,0.003824922968315071,0.0035777507399724004,0.018544364136254956,0.0045095529057281765,0.017344849904300578,0.03987671746916331,0.021081850437301843,0.0048646449347090346,0.0029508233286343406,0.0031014822603298168,0.005079436534025407,0.012846834919534268,0.004795101666717695,0.004635669114896906,0.009897520632267677,0.005408429900782915,0.013814930932528264,0.006422302476138063,0.002365470487534347,0.005505392192712898,0.00434163881467878,0.00616884922150896,0.014756262062144511,0.0063068423702994265,0.0021218465335606533,0.007913427343299842,0.020554541787266244,0.42285153088010974,0.01798075703909142,0.003055380061706143,0.0056872583604670335,0.004419646340192896,0.004645970263237384,0.002963948314610961,0.008158859894771029,0.014496854624330625,0.012103421046339713
fruits-basket,0.010002583599200941,0.01890598828260459,0.015590146493761135,0.007969372401940933,0.004905841924055066,0.014219578441083009,0.005905510917686357,0.003500415537222128,0.01593236448771713,0.012186450659702258,0.009443523371993235,0.007758410301830226,0.011928365979861548,0.009842192065227944,0.009454819899859987,0.004850384795210487,0.017409880419995902,0.047982603071574384,0.014476621397369048,0.010858732038683164,0.0071781441479576115,0.011224201245194201,0.011750286955998782,0.014371504258748252,0.007502871116338252,1.0000000000000002,0.01514541512397866,0.009424956405735428,0.00790445476524584,0.017187466385141893,0.007288658091769927,0.057383323026752815,0.00783098898737328,0.008478790609014889,0.007473311347429328,0.009015416578491683,0.03276465252645207,0.012574825230082633,0.06358372574648989,0.005740659176843711,0.006844913188537937,0.009367741690234601,0.009605834388609857,0.010439307601978552,0.0045661909246123185,0.008437667343562522,0.013529612660246397,0.03870980999729719,0.00920862626285372,0.011265028776181695,0.005043935771166394,0.008713085408409807,0.01680108386144235,0.010702199075550296,0.008738905837298272,0.010352897021488209,0.017185567474992672,0.005407870050555653,0.024764776313350258,0.06186981475804597,0.006722483105428122,0.005999457345915305,0.005265297931931747,0.009461058054226847,0.0050692602556736905,0.010419377419567716,0.004553569144784031,0.01747040882093507,0.008843779260840545,0.01307412514365167,0.010395313784156437,0.005595942982890754,0.015159890846786326,0.0114281304351089,0.005754524502997508,0.005673310911668408,0.009622134489091954,0.008328498818787085,0.023029490517752167
fugou-keiji,0.008374245647619396,0.007145214796283844,0.013648613957174939,0.00691013451787805,0.009151613321746369,0.01090925688090982,0.004963418508203188,0.003812394508012964,0.03314507807258711,0.008062705494700952,0.007698449385798799,0.012273888323031102,0.0069081303491318365,0.009180968792124815,0.025279158370939973,0.009455542350389862,0.0053085726365020265,0.009605327095420968,0.008622709191788204,0.008965708387548474,0.010829571732918316,0.008510437527984884,0.01311026592410173,0.006503719194636329,0.010499401995421764,0.01514541512397866,1.0,0.019560469165930603,0.0050917326293054834,0.023853665630713516,0.05409898463606114,0.0023010533867076806,0.009190563588232739,0.01974079406830631,0.007789012840038139,0.010239008501454021,0.005892552852569304,0.02434653076772134,0.012844910335137369,0.0036317037166408686,0.004426995160644307,0.014435230656219879,0.03634863595196925,0.008543682916585867,0.008744527800135486,0.004282538788408498,0.008223707711772324,0.014505239429705712,0.0035344920630677058,0.01224385796202971,0.012944167496378705,0.004645238392827625,0.006598125660200597,0.102665108759386,0.007709273208247829,0.011498980423344038,0.04614920437647627,0.004675156526767013,0.07040804816490644,0.01922923131239991,0.011114674772342703,0.0025202256297097696,0.004735354199972354,0.00861689116080051,0.002350069443061636,0.01347606430003694,0.003133354889550791,0.007813006923263633,0.013935896314267459,0.008496777323880789,0.005966765538674236,0.0037283261575622876,0.014003219288288989,0.013096029274889924,0.037814055975123696,0.02526685457266496,0.010239021187683063,0.006319117426456547,0.009028714531378674
giant-killing,0.008416771498283586,0.022075018988593483,0.008691111409553908,0.011170407507732658,0.009065484775350758,0.0249421290443336,0.03448653224854717,0.012982622465577437,0.013579939547279476,0.010174892613834908,0.046721022164758666,0.009139202200405724,0.023622661458763676,0.02034348538864271,0.0069957391398979525,0.003979780283350241,0.01647104814651323,0.004835576364338504,0.008513489680142814,0.00955181130467116,0.013056080088855403,0.007700078160771092,0.006931620343794216,0.0036435661269945785,0.010688926337275109,0.009424956405735428,0.019560469165930603,1.0,0.0031397350824819356,0.020874169192111106,0.009731626687452031,0.002532331492946441,0.005133944803843765,0.0054602292062762205,0.010567778940537375,0.0077628299657006876,0.010268494007305019,0.010934667299625188,0.029699799825392812,0.021823074923363158,0.046015130170925206,0.006610094155109615,0.006599755955015003,0.005760564185776047,0.004316156061874798,0.007153926403786382,0.04982769904265788,0.0165111368435076,0.01477294442989712,0.005295553928593123,0.005204226542748044,0.0058871625973469155,0.005812425846531186,0.015200710605108669,0.007228727220568856,0.008059837111781555,0.0078492441521853,0.005059533737298822,0.026390836480031665,0.0767637395883172,0.006532555640324501,0.0045795375713893974,0.009919103659287705,0.007192625927554501,0.002758735689485403,0.011516186982197541,0.0048897655472617705,0.011214954917821712,0.00529467827617113,0.02150704251651723,0.004716545051916868,0.004729676004289917,0.022099754976643113,0.010862076470428285,0.006486440786845331,0.0037679836460526544,0.008788747373617898,0.0197870749806872,0.0084815684980157
